bedrooms,bathrooms,toilets,parking_space,title,town,state,price,latitude,total_rooms,longitude
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Bungalow,Lekki,Lagos,145000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,350000000.0,6.449999999999999,16.0,3.433333
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
5.0,4.0,4.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
2.0,5.0,5.0,4.0,Block of Flats,Ipaja,Lagos,55000000.0,6.613069899999999,12.0,3.2659066
4.0,5.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
6.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,19.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,170000000.0,6.464587400000001,15.0,3.5725244
6.0,6.0,6.0,1.0,Detached Duplex,Magodo,Lagos,135000000.0,6.6178643,18.0,3.4000616
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
3.0,2.0,2.0,4.0,Block of Flats,Ifo,Ogun,29000000.0,6.8192374,7.0,3.1930302
3.0,4.0,4.0,1.0,Detached Bungalow,Lokogoma District,Abuja,28000000.0,8.978615699999999,11.0,7.458202999999998
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,40000000.0,6.4698419,10.0,3.5851718
4.0,4.0,4.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,12.0,3.5725244
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
3.0,3.0,3.0,3.0,Block of Flats,Ajah,Lagos,29000000.0,6.464587400000001,9.0,3.5725244
4.0,4.0,5.0,4.0,Terraced Duplexes,Utako,Abuja,98000000.0,9.0678511,13.0,7.446440199999999
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,260000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,8.0,Detached Duplex,Enugu,Enugu,50000000.0,6.448270099999999,15.0,7.5138947
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,200000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
6.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,19.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,78000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
